password,zxcvbn_score,guesses,crack_time_offline_fast_hashing_1e10_per_second,matched_sequence_count
2001@meowcat,4,10000010000,1 second,2
2001@rainbowtest,4,12989800000,1 second,3
2001@springfield10,4,58570000000,6 seconds,3
2001@springfield123,4,58570000000,6 seconds,3
2001@springfieldjoe,4,59739400000,6 seconds,3
2001@springfieldman,4,103007200000,10 seconds,3
2001@springfox,4,70765000000,7 seconds,3
2001@summercherrylee,4,4328560000000,7 minutes,4
2001@summershad,4,13420000000,1 second,3
2001@summerwax,4,41500000000,4 seconds,3
2001@summerwind,4,40879000000,4 seconds,3
2001@summerwinds,4,109023400000,11 seconds,3
2001@testadmin,4,21550000000,2 seconds,3
2001@testfalsedale,4,21235840000000,35 minutes,4
2001@testmummy,4,88990000000,9 seconds,3
2001@winterfallnicky,4,225614641600000,6 hours,4
2001_test#summer_4,4,9280000000000,15 minutes,4
2001_test@spring,4,202000000000,20 seconds,3
2001_testfall_leslie,4,429000100000000,12 hours,3
2001admin#test,4,21550000000,2 seconds,3
2001testman@spring,4,1398817108000,2 minutes,4
2001winter#sarah,4,55900000000,6 seconds,3
2001winterfallshannon,4,1014742583200,2 minutes,4
2001winterwinter@test,4,11320000000,1 second,3
2002!admintest,4,28000000000,3 seconds,3
2002!adminuser,4,470800000000,47 seconds,3
2002!adminxoxo,4,60700000000,6 seconds,3
2002!fallbuck,4,19810000000,2 seconds,3
2002!fallcherry,4,12160000000,1 second,3
2002!fallrode,4,89260000000,9 seconds,3
2002!jasonbuck,4,19810000000,2 seconds,3
2002!kate_spring,4,202000000000,20 seconds,3
2002!springbuck,4,265396600000,27 seconds,3
2002!springcough,4,1024101206800,2 minutes,4
2002!springcrazy,4,121643800000,12 seconds,3
2002!springferrari,4,44114200000,4 seconds,3
2002!springfrost,4,257320600000,26 seconds,3
2002!springjoe,4,20693800000,2 seconds,3
2002!springstuck,4,283163800000,28 seconds,3
2002!springwizd,4,1088836000000,2 minutes,4
2002!summer_2k,4,41500000000,4 seconds,3
2002!summer_boy,4,414100000000,41 seconds,3
2002!summerbret,4,18191800000,2 seconds,3
2002!summerdaisy,4,12064600000,1 second,3
2002!summerkate,4,18357400000,2 seconds,3
2002!summerlilac,4,520787800000,52 seconds,3
2002!summerspring,4,27962200000,3 seconds,3
2002!summerzhang,4,132455800000,13 seconds,3
2002!summerzoo,4,41500000000,4 seconds,3
2002!testaboo,4,29674000000,3 seconds,3
2002!testadmin,4,21550000000,2 seconds,3
2002!testmeuser,4,1226679706000,2 minutes,4
2002!testspring,4,20290000000,2 seconds,3
2002!userfall,4,15100000000,2 seconds,3
2002!userkamran,4,410380000000,41 seconds,3
2002!userzombie,4,18340000000,2 seconds,3
2002!winterhugue,4,11160100000000,19 minutes,3
2002!winterinamoment,4,14605408000000,24 minutes,4
2002!winterkazoo,4,11160100000000,19 minutes,3
2002!winterkitty1,4,221960800000,22 seconds,3
2002!wintermike,4,11594800000,1 second,3
2002!winterpaw,4,111700000000,11 seconds,3
2002!wintersonja,4,49762000000,5 seconds,3
2002!wintersonny,4,41057200000,4 seconds,3
2002!winterwaggon,4,111600100000000,3 hours,3
2002!winterwolfuser,4,327387145600000,9 hours,4
2002#derekmeister,4,279475600000,28 seconds,3
2002#falcon_alex,4,1438504000000,2 minutes,4
2002#fall13david,4,150100000000,15 seconds,3
2002#fall_alex,4,45400000000,5 seconds,3
2002#fall_ross,4,22900000000,2 seconds,3
2002#fallen_boy,4,1243144000000,2 minutes,4
2002#fallenlady,4,132100000000,13 seconds,3
2002#fallinthewild,4,582400000000000,16 hours,4
2002#fallspring,4,20290000000,2 seconds,3
2002#foggybear,4,94900000000,9 seconds,3
2002#frodozombie,4,182500000000,18 seconds,3
2002#spring17david,4,5038000000000,8 minutes,4
2002#spring1997mitch,4,56885920000000,2 hours,4
2002#spring221010585,4,6220141852000000,7 days,4
2002#spring28hugo,4,9883600000000,16 minutes,4
2002#springdavid,4,20290000000,2 seconds,3
2002#springfieldjones,4,58570000000,6 seconds,3
2002#springfloyd,4,65111800000,7 seconds,3
2002#springhockey,4,20290000000,2 seconds,3
2002#springinashall,4,150894400000000,4 hours,4
2002#springinman,4,460028200000,46 seconds,3
2002#springjessica,4,20290000000,2 seconds,3
2002#springpunch,4,593686000000,59 seconds,3
2002#springrobert,4,20290000000,2 seconds,3
2002#springstun12,4,2544136000000,4 minutes,4
2002#springtest,4,37653400000,4 seconds,3
2002#springzombie,4,245610400000,25 seconds,3
2002#summer_ryan,4,1091080000000,2 minutes,4
2002#summerbella,4,46012600000,5 seconds,3
2002#summerdaisy,4,12064600000,1 second,3
2002#summerkane,4,27010000000,3 seconds,3
2002#summerkate,4,18357400000,2 seconds,3
2002#summerlady,4,18316000000,2 seconds,3
2002#summerlilie,4,1367963200000,2 minutes,4
2002#summerwanderer,4,174518200000,17 seconds,3
2002#test_alex,4,45400000000,5 seconds,3
2002#testadmin,4,21550000000,2 seconds,3
2002#testcandy,4,16420000000,2 seconds,3
2002#testfall,4,15100000000,2 seconds,3
2002#testpuppy,4,55900000000,6 seconds,3
2002#testspring,4,20290000000,2 seconds,3
2002#testyboy,4,67000000000,7 seconds,3
2002#userfall,4,15100000000,2 seconds,3
2002#winter111001,4,814780000000,1 minute,3
2002#winter_zeus,4,11160100000000,19 minutes,3
2002#wintercassie,4,42954400000,4 seconds,3
2002#winterdaisy,4,32352400000,3 seconds,3
2002#winterfrost,4,71189200000,7 seconds,3
2002#winterkatie,4,21415600000,2 seconds,3
2002#wintermanwinter,4,8306675200000,14 minutes,4
2002#wintermoon,4,73532800000,7 seconds,3
2002#winterwaffle,4,480872800000,48 seconds,3
2002#winterwolfalex,4,32411382400000,54 minutes,4
2002#winterzombie,4,67952800000,7 seconds,3
2002#winterzoo,4,111700000000,11 seconds,3
2002@chrishank,4,45276400000,5 seconds,3
2002@fallbella,4,33370000000,3 seconds,3
2002@fallenbird,4,250600000000,25 seconds,3
2002@fallenrose,4,19600000000,2 seconds,3
2002@fallinsummer,4,207100000000,21 seconds,3
2002@harryfall,4,22654000000,2 seconds,3
2002@springcove,4,1039043422000,2 minutes,4
2002@springfallcrazy,4,262076082400000,7 hours,4
2002@springfieldbiker,4,1115770600000,2 minutes,4
2002@springfieldjoe,4,59739400000,6 seconds,3
2002@springfieldlouie,4,518144200000,52 seconds,3
2002@winterfox,4,19630000000,2 seconds,3
2002_testadmin@winter,4,4295368000000000,5 days,4
2002_user@spring,4,202000000000,20 seconds,3
2002_user_ewine,4,2838100000000,5 minutes,3
2002testmuse@alice,4,1569160000000,3 minutes,4
2002testspringer1,4,1001125709200,2 minutes,4
2002useradmin@red,4,14462020000000,24 minutes,4
2002winter@spring,4,558100000000,56 seconds,3
2002winterchuckboy,4,1023244271200,2 minutes,4
2002winterwheatspring,4,1324461376000,2 minutes,4
2003!adminpeter,4,15100000000,2 seconds,3
2003!admintest,4,28000000000,3 seconds,3
2003!adminuser,4,470800000000,47 seconds,3
2003!fallchuck,4,14110000000,1 second,3
2003!sandywinter,4,35254000000,4 seconds,3
2003!spring17dick,4,9883600000000,16 minutes,4
2003!springbok13,4,1025040400000,2 minutes,4
2003!springchick,4,581572000000,58 seconds,3
2003!springdaisy,4,116798200000,12 seconds,3
2003!springjim,4,59862400000,6 seconds,3
2003!springjoe,4,20693800000,2 seconds,3
2003!springpuppy,4,751168000000,1 minute,3
2003!springwinterjames,4,16021360000000,27 minutes,4
2003!springwinterjennifer,4,16021360000000,27 minutes,4
2003!sylvieuser,4,1057886686000,2 minutes,4
2003!test#spring,4,202000000000,20 seconds,3
2003!testadmin,4,21550000000,2 seconds,3
2003!testbuck,4,19810000000,2 seconds,3
2003!testpuppy,4,55900000000,6 seconds,3
2003!useradmin,4,21550000000,2 seconds,3
2003!userpuppy,4,55900000000,6 seconds,3
2003!wintercandy,4,60810400000,6 seconds,3
2003!winterfrost,4,71189200000,7 seconds,3
2003!winterkittin,4,111600100000000,3 hours,3
2003!winterknight,4,16505200000,2 seconds,3
2003!winterzhezhang,4,1428140800000000,2 days,4
2003#chris#spring,4,2019100000000,3 minutes,3
2003#rainbowtest,4,12989800000,1 second,3
2003#springcandy,4,219767200000,22 seconds,3
2003#springcarol,4,20290000000,2 seconds,3
2003#springdaisy,4,116798200000,12 seconds,3
2003#springfrost,4,257320600000,26 seconds,3
2003#springguy,4,54209200000,5 seconds,3
2003#springharry,4,28366000000,3 seconds,3
2003#springjim,4,59862400000,6 seconds,3
2003#springpaw,4,403900000000,40 seconds,3
2003#springsummerlililililililililil,4,15571882756000000,18 days,5
2003#summer_alex,4,1275061600000,2 minutes,4
2003#summergarden,4,41914000000,4 seconds,3
2003#summerkitty,4,21255400000,2 seconds,3
2003#summerzhang,4,132455800000,13 seconds,3
2003#testfallen,4,15100000000,2 seconds,3
2003#testfanny,4,27490000000,3 seconds,3
2003#testfrog,4,38980000000,4 seconds,3
2003#testfuzzy,4,96400000000,10 seconds,3
2003#testyannick,4,309550000000,31 seconds,3
2003#testyaz,4,10000010000,1 second,2
2003#testzak,4,10000010000,1 second,2
2003#wintercathrine,4,122525200000,12 seconds,3
2003#winterfrost_,4,4127924800000,7 minutes,4
2003#wintergustaf,4,1247899600000,2 minutes,3
2003#wintergusv,4,1116100000000,2 minutes,3
2003#winterstevewolf,4,16393657600000,27 minutes,4
2003#winterwonder,4,54560800000,5 seconds,3
2003@jonesyot,4,30100000000,3 seconds,3
2003@spring_1995,4,1500100000000,3 minutes,3
2003@springerwinterb,4,5502836800000,9 minutes,4
2003@summerstupid,4,11443600000,1 second,3
2003@testmanfred,4,134200000000,13 seconds,3
2003@tigerbowl,4,175744000000,18 seconds,3
2003@winterstark,4,83353600000,8 seconds,3
2003admintestdaisy,4,1023060466000,2 minutes,4
2003springadminchicken,4,1060630570000,2 minutes,4
2003springchamp@johndoe,4,3934819600000000,5 days,4
2003test#winterwolf,4,11401120000000,19 minutes,4
2003testadmin@test,4,8979400000000,15 minutes,4
2003user#spring,4,20290000000,2 seconds,3
2003winteradmin110,4,1057474000000,2 minutes,4
2003winteradmin@user,4,16958800000000,28 minutes,4
2003wintershockboston,4,1037704060000,2 minutes,4
2004!adminlondon,4,40300000000,4 seconds,3
2004!admintest,4,28000000000,3 seconds,3
2004!bobbyz82,4,49300000000,5 seconds,3
2004!danielkawal,4,3000100000000,5 minutes,3
2004!fallchuck,4,14110000000,1 second,3
2004!fallonpeter,4,57250000000,6 seconds,3
2004!fallwinterspring,4,16021360000000,27 minutes,4
2004!gardentest,4,56458000000,6 seconds,3
2004!kate1211,4,100000010000,10 seconds,2
2004!shyam92,4,10000010000,1 second,2
2004!soda@test,4,28000000000,3 seconds,3
2004!sophiejulian,4,31219000000,3 seconds,3
2004!spring17daniel,4,5038000000000,8 minutes,4
2004!spring_rose,4,1888360000000,3 minutes,4
2004!springchick,4,581572000000,58 seconds,3
2004!springcrown,4,525040000000,53 seconds,3
2004!springgarden,4,407938000000,41 seconds,3
2004!springharry,4,28366000000,3 seconds,3
2004!springjessica,4,20290000000,2 seconds,3
2004!springkiss,4,195539200000,20 seconds,3
2004!springpuppy,4,751168000000,1 minute,3
2004!springvaler,4,184589800000,18 seconds,3
2004!springwind,4,397843000000,40 seconds,3
2004!springzack,4,373211200000,37 seconds,3
2004!summerboytest,4,4434378400000,7 minutes,4
2004!summerdancer,4,23573800000,2 seconds,3
2004!summerfountain,4,49324600000,5 seconds,3
2004!summergarden,4,41914000000,4 seconds,3
2004!summergoddess,4,44232400000,4 seconds,3
2004!summerlindsey,4,12313000000,1 second,3
2004!summershades,4,197371000000,20 seconds,3
2004!summerzombie,4,25271200000,3 seconds,3
2004!testadmin,4,21550000000,2 seconds,3
2004!testcat,4,10000010000,1 second,2
2004!testmanpeter,4,1500100000000,3 minutes,3
2004!testpuppy,4,55900000000,6 seconds,3
2004!testyazin,4,1000000010000,2 minutes,2
2004!testzhang,4,96010000000,10 seconds,3
2004!useradmin,4,21550000000,2 seconds,3
2004!userguy10,4,1000000010000,2 minutes,2
2004!userlilie,4,1000000010000,2 minutes,2
2004!userrainy,4,165790000000,17 seconds,3
2004!winterbella,4,123864400000,12 seconds,3
2004!winterdude,4,66278800000,7 seconds,3
2004!winterfallpuppy,4,446873248000000,12 hours,4
2004!winterfrost2000,4,15217840000000,25 minutes,4
2004!winterguytest,4,6563036800000,11 minutes,4
2004!winterkate,4,49315600000,5 seconds,3
2004!winterlulu,4,22643200000,2 seconds,3
2004!winterwabbit,4,1417978000000,2 minutes,3
2004!winterzhang,4,356885200000,36 seconds,3
2004#chrisfear,4,49111600000,5 seconds,3
2004#chriswinter,4,10590400000,1 second,3
2004#fallonmarcello,4,1091958922000,2 minutes,4
2004#fallsweater,4,47740000000,5 seconds,3
2004#meowfall,4,15100000000,2 seconds,3
2004#spring1901fashion,4,289351964800000,8 hours,4
2004#spring2011user,4,127712440000000,4 hours,4
2004#spring_boy,4,1088836000000,2 minutes,4
2004#springcherry,4,162427600000,16 seconds,3
2004#springernewspring,4,75056920000000,2 hours,4
2004#springintheamaz,4,8884600000000000,10 days,4
2004#springjane,4,31192600000,3 seconds,3
2004#springmanjane,4,11944595200000,20 minutes,4
2004#springmarch,4,57035800000,6 seconds,3
2004#springrobert,4,20290000000,2 seconds,3
2004#springwinterbubba,4,90226878400000,3 hours,4
2004#springzombie,4,245610400000,25 seconds,3
2004#summerkate,4,18357400000,2 seconds,3
2004#summerman315,4,15572800000000,26 minutes,4
2004#summerparks,4,11609200000,1 second,3
2004#summertestfall,4,9270229600000,15 minutes,4
2004#summerwax,4,41500000000,4 seconds,3
2004#summerwinterbobby,4,3525731200000,6 minutes,4
2004#test281005,4,219100000000,22 seconds,3
2004#testadmin,4,21550000000,2 seconds,3
2004#testcandy,4,16420000000,2 seconds,3
2004#testkate,4,13330000000,1 second,3
2004#testmelephant,4,82600000000,8 seconds,3
2004#testnemesis,4,18880000000,2 seconds,3
2004#testwolverine,4,38650000000,4 seconds,3
2004#testzombie,4,18340000000,2 seconds,3
2004#userkaylen,4,10000000010000,17 minutes,2
2004#winter_boy,4,1116100000000,2 minutes,3
2004#winterbrianna,4,78108400000,8 seconds,3
2004#winterfrost,4,71189200000,7 seconds,3
2004#wintergiraffe,4,445160800000,45 seconds,3
2004#winterwheat,4,241156000000,24 seconds,3
2004#winterwolfalex,4,32411382400000,54 minutes,4
2004#winterzhang,4,356885200000,36 seconds,3
2004@fallinmexico,4,1212100000000,2 minutes,3
2004@fallkate,4,13330000000,1 second,3
2004@springer#shoeb,4,13104400000000,22 minutes,4
2004@springfalldavid,4,44368120000000,1 hour,4
2004@springfrost,4,257320600000,26 seconds,3
2004@summerkent,4,11029600000,1 second,3
2004@summerkitty,4,21255400000,2 seconds,3
2004@winterfallpuppet,4,713678046400000,20 hours,4
2004@winterinsummer,4,2324800000000,4 minutes,4
2004@winterinverness,4,876160000000,1 minute,3
2004@wintermike,4,11594800000,1 second,3
2004@wintermoon,4,73532800000,7 seconds,3
2004@winterwolf,4,52105600000,5 seconds,3
2004_test#shawn,4,27100000000,3 seconds,3
2004_test#spring,4,202000000000,20 seconds,3
2004_tester!winter,4,2865952000000,5 minutes,4
2004_tester@test,4,2166220000000,4 minutes,4
2004_tester_3111,4,6700000000000,11 minutes,4
2004adminadmin@spring,4,1012721315200,2 minutes,4
2004spring#testdaddy,4,34919200000000,58 minutes,4
2004spring2user,4,20290000000,2 seconds,3
2004spring@brian,4,150100000000,15 seconds,3
2004springadminuser,4,1905993946000,3 minutes,4
2004springtest1234test,4,1194075971200,2 minutes,4
2004test#testuser,4,573850000000,57 seconds,3
2004testadmin@mango,4,80794000000000,2 hours,4
2004testfalltiger,4,1012585132000,2 minutes,4
2004testuser#test,4,573850000000,57 seconds,3
2004usertestgarden,4,1176851404000,2 minutes,4
2004wintercandy#,4,55900000000,6 seconds,3
2004winterchikola,4,558100000000,56 seconds,3
2004winterfalllucky,4,1033800068800,2 minutes,4
2004wintergordon28,4,1003013200000,2 minutes,4
2004winterjameslouie,4,1004943880000,2 minutes,4
2004winterkayla#,4,55900000000,6 seconds,3
2004winterkern316,4,558100000000,56 seconds,3
2004winteruserfall,4,1188057829600,2 minutes,4
2005!adminjoe,4,15400000000,2 seconds,3
2005!adminsummer,4,20800000000,2 seconds,3
2005!admintest,4,28000000000,3 seconds,3
2005!adminuser,4,470800000000,47 seconds,3
2005!butterfly12,4,26560000000,3 seconds,3
2005!dickcandy,4,16420000000,2 seconds,3
2005!fall@winter,4,55900000000,6 seconds,3
2005!fallwaxman,4,2640100000000,4 minutes,3
2005!freakyboy,4,113562400000,11 seconds,3
2005!hurricanesummer,4,88696000000,9 seconds,3
2005!katezhang,4,96010000000,10 seconds,3
2005!puppycat,4,100000010000,10 seconds,2
2005!sallystevens,4,12224200000,1 second,3
2005!sophia123,4,12790000000,1 second,3
2005!sophia35,4,25480000000,3 seconds,3
2005!spring_alexandra,4,7822604800000,13 minutes,4
2005!spring_lee,4,1088836000000,2 minutes,4
2005!springadmin,4,288817000000,29 seconds,3
2005!springbuck,4,265396600000,27 seconds,3
2005!springbuckcousin,4,1077043009600000,1 day,4
2005!springcindy,4,45729400000,5 seconds,3
2005!springdaisy,4,116798200000,12 seconds,3
2005!springfalljames,4,44368120000000,1 hour,4
2005!springmanadmin,4,102628384000000,3 hours,4
2005!springmatt,4,118817200000,12 seconds,3
2005!springshine,4,939338800000,2 minutes,3
2005!springshock,4,470527000000,47 seconds,3
2005!springtestuser,4,1169898850000,2 minutes,4
2005!springuser,4,633662200000,1 minute,3
2005!springwind#user,4,8884600000000000,10 days,4
2005!springwinterbuck,4,198380670400000,6 hours,4
2005!squirrelman22,4,2692240000000,4 minutes,4
2005!summerfanny,4,37898200000,4 seconds,3
2005!summergirl77,4,2664280000000,4 minutes,4
2005!summerkitty,4,21255400000,2 seconds,3
2005!summerwind,4,40879000000,4 seconds,3
2005!summerzhang,4,132455800000,13 seconds,3
2005!testadmin,4,21550000000,2 seconds,3
2005!testclement,4,17470000000,2 seconds,3
2005!testgarden,4,30400000000,3 seconds,3
2005!testman22,4,1000000010000,2 minutes,2
2005!testpilgrim,4,172360000000,17 seconds,3
2005!testspring,4,20290000000,2 seconds,3
2005!testtestadmin,4,80752000000,8 seconds,3
2005!testwonder,4,14740000000,1 second,3
2005!usercat,4,10000010000,1 second,2
2005!userchick,4,43300000000,4 seconds,3
2005!userdawg,4,53410000000,5 seconds,3
2005!userzoubeauty,4,22740100000000,38 minutes,3
2005!wintercarson,4,46972000000,5 seconds,3
2005!winterfrodo,4,282671200000,28 seconds,3
2005!winterhank,4,89491600000,9 seconds,3
2005!winterkarma,4,263922400000,26 seconds,3
2005!winterlady,4,49204000000,5 seconds,3
2005!wintermanfall,4,22095078400000,37 minutes,4
2005!winterwheather,4,1260251200000,2 minutes,4
2005!winterzoo,4,111700000000,11 seconds,3
2005#admintest,4,28000000000,3 seconds,3
2005#fall1999french,4,2350000000000,4 minutes,4
2005#fall_ryan,4,15100000000,2 seconds,3
2005#fallfall11,4,32380000000,3 seconds,3
2005#rainforest!,4,44854600000,4 seconds,3
2005#springadmin,4,288817000000,29 seconds,3
2005#springboktest,4,1023287572000,2 minutes,4
2005#springbokwonder,4,1122197152000,2 minutes,4
2005#springboy#test,4,889360000000000,1 day,4
2005#springchris,4,38057200000,4 seconds,3
2005#springdaisy,4,116798200000,12 seconds,3
2005#springdavid,4,20290000000,2 seconds,3
2005#springfalldavid,4,44368120000000,1 hour,4
2005#springfany,4,1088836000000,2 minutes,4
2005#springfeder,4,1063739830000,2 minutes,4
2005#springharry,4,28366000000,3 seconds,3
2005#springhoney,4,86109400000,9 seconds,3
2005#springlady,4,177772000000,18 seconds,3
2005#springstupid,4,110741200000,11 seconds,3
2005#springtest,4,37653400000,4 seconds,3
2005#springtestmike,4,16472000800000,27 minutes,4
2005#springwheat,4,872308000000,1 minute,3
2005#summer_alex,4,1275061600000,2 minutes,4
2005#summer_boy,4,414100000000,41 seconds,3
2005#summer_spring_moon,4,622968400000000000,2 years,5
2005#summerbridget,4,14962600000,1 second,3
2005#summerbutterfly,4,36614800000,4 seconds,3
2005#summerjuliet,4,36366400000,4 seconds,3
2005#summerkitten,4,13555000000,1 second,3
2005#summerlucky,4,11774800000,1 second,3
2005#summershale,4,71495200000,7 seconds,3
2005#testadmin,4,21550000000,2 seconds,3
2005#testbabe,4,33400000000,3 seconds,3
2005#testcandy,4,16420000000,2 seconds,3
2005#testjake,4,11050000000,1 second,3
2005#testlady,4,13300000000,1 second,3
2005#testmatte,4,237160000000,24 seconds,3
2005#testspring,4,20290000000,2 seconds,3
2005#testyamichi,4,29844100000000,50 minutes,3
2005#testyjail,4,181900000000,18 seconds,3
2005#user#test,4,28000000000,3 seconds,3
2005#useradmin,4,21550000000,2 seconds,3
2005#userzombie,4,18340000000,2 seconds,3
2005#wintercherry,4,44963200000,4 seconds,3
2005#winterfallpeter,4,12985840000000,22 minutes,4
2005#wintergasp,4,1116100000000,2 minutes,3
2005#wintergurl,4,1116100000000,2 minutes,3
2005#winterhaze,4,1116100000000,2 minutes,3
2005#winterinje,4,1116100000000,2 minutes,3
2005#winterman2006,4,2964160000000,5 minutes,4
2005#winterman88,4,2964160000000,5 minutes,4
2005#wintersona,4,350500000000,35 seconds,3
2005#winterwax,4,111700000000,11 seconds,3
2005@davidstoy,4,300100000000,30 seconds,3
2005@fall10s,4,10000010000,1 second,2
2005@fallen_rose,4,1858000000000,3 minutes,4
2005@fallfallman,4,56912800000,6 seconds,3
2005@fallwulf,4,100000010000,10 seconds,2
2005@rainbow_32,4,138700000000,14 seconds,3
2005@springfalljessie,4,185748191200000,5 hours,4
2005@springfieldadmin,4,836221000000,1 minute,3
2005@springfieldbabe,4,1028556748000,2 minutes,4
2005@springfieldbrad,4,240996400000,24 seconds,3
2005@springfielddude,4,693554200000,1 minute,3
2005@summerfallflick,4,377962400800000,10 hours,4
2005@summerlady,4,18316000000,2 seconds,3
2005@summermum,4,41500000000,4 seconds,3
2005@summerspring,4,27962200000,3 seconds,3
2005@summerwinnie,4,27424000000,3 seconds,3
2005@test#test,4,28000000000,3 seconds,3
2005@winterwind,4,110026000000,11 seconds,3
2005_!winterpaul,4,55900000000,6 seconds,3
2005_22springjil,4,1807600000000,3 minutes,4
2005admin#test,4,21550000000,2 seconds,3
2005admintest#,4,21550000000,2 seconds,3
2005adminuser#,4,21550000000,2 seconds,3
2005spring@mechanicsu,4,469864000000000,13 hours,4
2005springadminuser,4,1905993946000,3 minutes,4
2005springman1234,4,1003553440000,2 minutes,4
2005springtestcassie,4,1028841011200,2 minutes,4
2005test@testuser,4,49499875000,5 seconds,3
2005testuser@summer,4,1017419050000,2 minutes,4
2005useradmin!,4,387100000000,39 seconds,3
2005winter117thuser,4,8454024028000,14 minutes,4
2005winterbrian78,4,558100000000,56 seconds,3
2005winterchessfan,4,1580320000000,3 minutes,4
2005winterinamoose,4,1105746133600,2 minutes,4
2005winterspring#brian,4,36040000000000,1 hour,4
2005wintertigeradmin,4,1033513480000,2 minutes,4
2005winterwanderer#,4,1010343757600,2 minutes,4
2006!admin@rainey,4,3201100000000,5 minutes,3
2006!adminfall,4,150100000000,15 seconds,3
2006!fall_jeff,4,35200000000,4 seconds,3
2006!fallspring,4,20290000000,2 seconds,3
2006!frosty_wood,4,2220100000000,4 minutes,3
2006!honeyfall,4,68728600000,7 seconds,3
2006!punchman,4,26500000000,3 seconds,3
2006!springadmin#,4,9883600000000,16 minutes,4
2006!springfalljessie,4,185748191200000,5 hours,4
2006!springfallmike,4,90338327200000,3 hours,4
2006!springfox,4,70765000000,7 seconds,3
2006!springharry,4,28366000000,3 seconds,3
2006!springrain,4,485063800000,49 seconds,3
2006!springrainy,4,1049064122800,2 minutes,4
2006!springstuck,4,283163800000,28 seconds,3
2006!springtestdaisy,4,44411730400000,1 hour,4
2006!springtestjane,4,12566447200000,21 minutes,4
2006!springtestsheldon,4,58531808800000,2 hours,4
2006!springwind,4,397843000000,40 seconds,3
2006!springwintertest,4,28939729600000,48 minutes,4
2006!summerbribe,4,106332400000,11 seconds,3
2006!summerchick,4,59716000000,6 seconds,3
2006!summerkangkang,4,166528000000,17 seconds,3
2006!summerzombie,4,25271200000,3 seconds,3
2006!testadmin,4,21550000000,2 seconds,3
2006!testcherry,4,12160000000,1 second,3
2006!userdumb,4,31360000000,3 seconds,3
2006!wintercaroline,4,27442000000,3 seconds,3
2006!winterfalltest,4,23293662400000,39 minutes,4
2006!winterhobby,4,331105600000,33 seconds,3
2006!winterspringbrian,4,16021360000000,27 minutes,4
2006!wintervampire,4,45074800000,5 seconds,3
2006!wolfganguser,4,853008400000,1 minute,3
2006#adminsummer,4,20800000000,2 seconds,3
2006#fall11wesley,4,495100000000,50 seconds,3
2006#fall_alexey,4,1024900000000,2 minutes,3
2006#fallcandy,4,16420000000,2 seconds,3
2006#fallwilly,4,24610000000,2 seconds,3
2006#guyfunky,4,15439000000,2 seconds,3
2006#rainyday#test,4,8135920000000,14 minutes,4
2006#shawnzhang,4,172738000000,17 seconds,3
2006#spring14tiger,4,34919200000000,58 minutes,4
2006#spring2010,4,20290000000,2 seconds,3
2006#spring2010winter,4,16021360000000,27 minutes,4
2006#springdanny,4,40076200000,4 seconds,3
2006#springerfall1999lauryn,4,817485074200000000,3 years,5
2006#springfox,4,70765000000,7 seconds,3
2006#springkelly,4,27154600000,3 seconds,3
2006#springkensal,4,1210008304000,2 minutes,4
2006#springmanzoo,4,9883600000000,16 minutes,4
2006#springmariabran,4,808600000000000,22 hours,4
2006#springmike,4,41691400000,4 seconds,3
2006#springzack,4,373211200000,37 seconds,3
2006#summer1386,4,302320000000,30 seconds,3
2006#summer22579,4,574318000000,57 seconds,3
2006#summer_alexander,4,1167587200000,2 minutes,4
2006#summerfallmary,4,5446360000000,9 minutes,4
2006#summerfrost,4,26471800000,3 seconds,3
2006#summergazeborn,4,88089040000000,2 hours,4
2006#summerwax,4,41500000000,4 seconds,3
2006#summerwheat,4,89524000000,9 seconds,3
2006#testadmin,4,21550000000,2 seconds,3
2006#testbelle,4,29890000000,3 seconds,3
2006#testsharlene,4,28030000000,3 seconds,3
2006#testspring,4,20290000000,2 seconds,3
2006#testzelda,4,29110000000,3 seconds,3
2006#testzombie,4,18340000000,2 seconds,3
2006#winterfrost,4,71189200000,7 seconds,3
2006#wintershane,4,20411200000,2 seconds,3
2006#winterstuck,4,78331600000,8 seconds,3
2006#winterwheatspring,4,649922752000000,18 hours,4
2006#winterwolf,4,52105600000,5 seconds,3
2006#winterzazazazazaz,4,3479752000000,6 minutes,4
2006@userzhen,4,100000010000,10 seconds,2
2006@winterfallthegang,4,101451959200000000,4 months,5
2006@winterfan,4,111700000000,11 seconds,3
2006@winterreese,4,37932400000,4 seconds,3
2006@winterspring,4,75206800000,8 seconds,3
2006@winterwolf#,4,3288246400000,5 minutes,4
2006_user#winter,4,55900000000,6 seconds,3
2006_user_test_poodle,4,23110768000000000,27 days,5
2006_user_tester#,4,7270000000000,12 minutes,4
2006springadmin@chris,4,76914400000000,2 hours,4
2006springtest17admin,4,55557119188000,2 hours,4
2006testadminfall,4,1042849378000,2 minutes,4
2006user@fallout,4,74590000000,7 seconds,3
2006usertest#,4,38800000000,4 seconds,3
2006usertestchicken,4,1018385542000,2 minutes,4
2006usertestspring,4,1117842569200,2 minutes,4
2006winter#spring72002,4,1117000000000000,1 day,4
2006winter@frost,4,55900000000,6 seconds,3
2006winteradmin20,4,558100000000,56 seconds,3
2006winteradmintest,4,1014841684000,2 minutes,4
2006winteradminxiao,4,1532225980000,3 minutes,4
2006winterbrianhacker,4,1008983800000,2 minutes,4
2006winterkelly#,4,55900000000,6 seconds,3
