password,zxcvbn_score,zxcvbn_guesses,attack_match_type
2001!sylvesterspring,4,140622400000,contains_common_password
2001!test@test,4,28000000000,contains_common_password
2001!test_wood,4,22300000000,contains_common_password
2001!testabob,4,73000000000,contains_common_password
2001!testadmin,4,21550000000,contains_common_password
2001!testeradmin,4,203875000000,contains_common_password
2001!testgarden,4,30400000000,contains_common_password
2001!testguytest,4,2495440000000,contains_common_password
2001!testkane,4,19600000000,contains_common_password
2001!testkazoo,4,1000000010000,contains_common_password
2001!testkristine,4,10090000000,contains_common_password
2001!testme@test,4,2790100000000,contains_common_password
2001!testmezzy,4,1000000010000,contains_common_password
2001!testpoo!test,4,27900100000000,contains_common_password
2001!testshoes,4,24370000000,contains_common_password
2001!testspring,4,20290000000,contains_common_password
2001!testwars,4,49180000000,contains_common_password
2001!testyman,4,26500000000,contains_common_password
2001!testzil,4,10000010000,contains_common_password
2001!useradmin,4,21550000000,contains_common_password
2001!userfrost,4,19210000000,contains_common_password
2001!wallytest,4,28000000000,contains_common_password
2001!winterbunny,4,101879200000,contains_common_password
2001!winterfallderek,4,38875254400000,contains_common_password
2001!winterfallwilly,4,196848625600000,contains_common_password
2001!winterfrost,4,71189200000,contains_common_password
2001!wintergarden,4,112816000000,contains_common_password
2001!wintergloves,4,218612800000,contains_common_password
2001!winterkarma,4,263922400000,contains_common_password
2001!winterkiki,4,22643200000,contains_common_password
2001!winterman1991,4,2964160000000,contains_common_password
2001!wintermanbess,4,41540262400000,contains_common_password
2001!wintermanx,4,1116100000000,contains_common_password
2001!wintermystery,4,139823200000,contains_common_password
2001!wintersonia,4,31124800000,contains_common_password
2001!winterwolf31,4,3926598400000,contains_common_password
2001!winterzhang,4,356885200000,contains_common_password
2001#adminboy,4,67000000000,contains_common_password
2001#admintest,4,28000000000,contains_common_password
2001#dicko55,4,10000010000,contains_common_password
2001#fallandsummer,4,1203688000000,contains_common_password
2001#fallwetwet,4,60160000000,contains_common_password
2001#peter@test,4,279100000000,contains_common_password
2001#rainbow4me,4,138700000000,contains_common_password
2001#scoop#spring,4,2019100000000,contains_common_password
2001#spring2023lulu,4,889360000000000,contains_common_password
2001#spring_209719,4,89836000000000,contains_common_password
2001#spring_boy,4,1088836000000,contains_common_password
2001#springbird,4,337273000000,contains_common_password
2001#springbuck,4,265396600000,contains_common_password
2001#springchicken,4,42499000000,contains_common_password
2001#springerjim,4,81529600000,contains_common_password
2001#springfinal,4,76014400000,contains_common_password
2001#springinwinter,4,4757572000000,contains_common_password
2001#springlouise,4,33615400000,contains_common_password
2001#springlucky,4,113971600000,contains_common_password
2001#springmangos,4,1053168346000,contains_common_password
2001#springrobin,4,40480000000,contains_common_password
2001#springstefan,4,238745800000,contains_common_password
2001#springtiger,4,84898000000,contains_common_password
2001#springtimemichael,4,227080000000,contains_common_password
2001#springvalentina,4,351002200000,contains_common_password
2001#springzombie,4,245610400000,contains_common_password
2001#summer_alex,4,1275061600000,contains_common_password
2001#summerfalljuliet,4,78900227200000,contains_common_password
2001#summerfallsandy,4,29012068000000,contains_common_password
2001#summergarden,4,41914000000,contains_common_password
2001#summergym,4,41500000000,contains_common_password
2001#summerjuliet,4,36366400000,contains_common_password
2001#summerpierre,4,18937000000,contains_common_password
2001#summerstinky,4,24857200000,contains_common_password
2001#summerthekid,4,83396800000,contains_common_password
2001#summerwagabowl,4,2309464000000000,contains_common_password
2001#test#admin,4,214600000000,contains_common_password
2001#test_alex,4,45400000000,contains_common_password
2001#testadmin,4,21550000000,contains_common_password
2001#testcandy,4,16420000000,contains_common_password
2001#testdawg,4,53410000000,contains_common_password
2001#testfall,4,15100000000,contains_common_password
2001#testjuliet,4,26380000000,contains_common_password
2001#testmango,4,95890000000,contains_common_password
2001#testpalestine,4,93550000000,contains_common_password
2001#testshoes,4,24370000000,contains_common_password
2001#testzey,4,10000010000,contains_common_password
2001#userrain,4,36130000000,contains_common_password
2001#userspring,4,20290000000,contains_common_password
2001#winterjimmy,4,10925200000,contains_common_password
2001#winterkitty,4,57127600000,contains_common_password
2001#wintermaverick,4,10925200000,contains_common_password
2001@fallen_rose,4,1858000000000,contains_common_password
2001@fallfalltome,4,1142032000000,contains_common_password
2001@falloutvader,4,1055521866400,contains_common_password
2001@japan_wood,4,222100000000,contains_common_password
2001@meowcat,4,10000010000,contains_common_password
2001@rainbowtest,4,12989800000,contains_common_password
2001@springfield10,4,58570000000,contains_common_password
2001@springfield123,4,58570000000,contains_common_password
2001@springfieldjoe,4,59739400000,contains_common_password
2001@springfieldman,4,103007200000,contains_common_password
2001@springfox,4,70765000000,contains_common_password
2001@summercherrylee,4,4328560000000,contains_common_password
2001@summershad,4,13420000000,contains_common_password
2001@summerwax,4,41500000000,contains_common_password
2001@summerwind,4,40879000000,contains_common_password
2001@summerwinds,4,109023400000,contains_common_password
2001@testadmin,4,21550000000,contains_common_password
2001@testfalsedale,4,21235840000000,contains_common_password
2001@testmummy,4,88990000000,contains_common_password
2001@winterfallnicky,4,225614641600000,contains_common_password
2001_test#summer_4,4,9280000000000,contains_common_password
2001_test@spring,4,202000000000,contains_common_password
2001_testfall_leslie,4,429000100000000,contains_common_password
2001admin#test,4,21550000000,contains_common_password
2001testman@spring,4,1398817108000,contains_common_password
2001winter#sarah,4,55900000000,contains_common_password
2001winterfallshannon,4,1014742583200,contains_common_password
2001winterwinter@test,4,11320000000,contains_common_password
2002!admintest,4,28000000000,contains_common_password
2002!adminuser,4,470800000000,contains_common_password
2002!adminxoxo,4,60700000000,contains_common_password
2002!fallbuck,4,19810000000,contains_common_password
2002!fallcherry,4,12160000000,contains_common_password
2002!fallrode,4,89260000000,contains_common_password
2002!jasonbuck,4,19810000000,contains_common_password
2002!kate_spring,4,202000000000,contains_common_password
2002!springbuck,4,265396600000,contains_common_password
2002!springcough,4,1024101206800,contains_common_password
2002!springcrazy,4,121643800000,contains_common_password
2002!springferrari,4,44114200000,contains_common_password
2002!springfrost,4,257320600000,contains_common_password
2002!springjoe,4,20693800000,contains_common_password
2002!springstuck,4,283163800000,contains_common_password
2002!springwizd,4,1088836000000,contains_common_password
2002!summer_2k,4,41500000000,contains_common_password
2002!summer_boy,4,414100000000,contains_common_password
2002!summerbret,4,18191800000,contains_common_password
2002!summerdaisy,4,12064600000,contains_common_password
2002!summerkate,4,18357400000,contains_common_password
2002!summerlilac,4,520787800000,contains_common_password
2002!summerspring,4,27962200000,contains_common_password
2002!summerzhang,4,132455800000,contains_common_password
2002!summerzoo,4,41500000000,contains_common_password
2002!testaboo,4,29674000000,contains_common_password
2002!testadmin,4,21550000000,contains_common_password
2002!testmeuser,4,1226679706000,contains_common_password
2002!testspring,4,20290000000,contains_common_password
2002!userfall,4,15100000000,contains_common_password
2002!userkamran,4,410380000000,contains_common_password
2002!userzombie,4,18340000000,contains_common_password
2002!winterhugue,4,11160100000000,contains_common_password
2002!winterinamoment,4,14605408000000,contains_common_password
2002!winterkazoo,4,11160100000000,contains_common_password
2002!winterkitty1,4,221960800000,contains_common_password
2002!wintermike,4,11594800000,contains_common_password
2002!winterpaw,4,111700000000,contains_common_password
2002!wintersonja,4,49762000000,contains_common_password
2002!wintersonny,4,41057200000,contains_common_password
2002!winterwaggon,4,111600100000000,contains_common_password
2002!winterwolfuser,4,327387145600000,contains_common_password
2002#derekmeister,4,279475600000,contains_common_password
2002#falcon_alex,4,1438504000000,contains_common_password
2002#fall13david,4,150100000000,contains_common_password
2002#fall_alex,4,45400000000,contains_common_password
2002#fall_ross,4,22900000000,contains_common_password
2002#fallen_boy,4,1243144000000,contains_common_password
2002#fallenlady,4,132100000000,contains_common_password
2002#fallinthewild,4,582400000000000,contains_common_password
2002#fallspring,4,20290000000,contains_common_password
2002#foggybear,4,94900000000,contains_common_password
2002#frodozombie,4,182500000000,contains_common_password
2002#spring17david,4,5038000000000,contains_common_password
2002#spring1997mitch,4,56885920000000,contains_common_password
2002#spring221010585,4,6220141852000000,contains_common_password
2002#spring28hugo,4,9883600000000,contains_common_password
2002#springdavid,4,20290000000,contains_common_password
2002#springfieldjones,4,58570000000,contains_common_password
2002#springfloyd,4,65111800000,contains_common_password
2002#springhockey,4,20290000000,contains_common_password
2002#springinashall,4,150894400000000,contains_common_password
2002#springinman,4,460028200000,contains_common_password
2002#springjessica,4,20290000000,contains_common_password
2002#springpunch,4,593686000000,contains_common_password
2002#springrobert,4,20290000000,contains_common_password
2002#springstun12,4,2544136000000,contains_common_password
2002#springtest,4,37653400000,contains_common_password
2002#springzombie,4,245610400000,contains_common_password
2002#summer_ryan,4,1091080000000,contains_common_password
2002#summerbella,4,46012600000,contains_common_password
2002#summerdaisy,4,12064600000,contains_common_password
2002#summerkane,4,27010000000,contains_common_password
2002#summerkate,4,18357400000,contains_common_password
2002#summerlady,4,18316000000,contains_common_password
2002#summerlilie,4,1367963200000,contains_common_password
2002#summerwanderer,4,174518200000,contains_common_password
2002#test_alex,4,45400000000,contains_common_password
2002#testadmin,4,21550000000,contains_common_password
2002#testcandy,4,16420000000,contains_common_password
2002#testfall,4,15100000000,contains_common_password
2002#testpuppy,4,55900000000,contains_common_password
2002#testspring,4,20290000000,contains_common_password
2002#testyboy,4,67000000000,contains_common_password
2002#userfall,4,15100000000,contains_common_password
2002#winter111001,4,814780000000,contains_common_password
2002#winter_zeus,4,11160100000000,contains_common_password
2002#wintercassie,4,42954400000,contains_common_password
2002#winterdaisy,4,32352400000,contains_common_password
2002#winterfrost,4,71189200000,contains_common_password
2002#winterkatie,4,21415600000,contains_common_password
2002#wintermanwinter,4,8306675200000,contains_common_password
2002#wintermoon,4,73532800000,contains_common_password
2002#winterwaffle,4,480872800000,contains_common_password
2002#winterwolfalex,4,32411382400000,contains_common_password
2002#winterzombie,4,67952800000,contains_common_password
2002#winterzoo,4,111700000000,contains_common_password
2002@chrishank,4,45276400000,contains_common_password
2002@fallbella,4,33370000000,contains_common_password
2002@fallenbird,4,250600000000,contains_common_password
2002@fallenrose,4,19600000000,contains_common_password
2002@fallinsummer,4,207100000000,contains_common_password
2002@harryfall,4,22654000000,contains_common_password
2002@springcove,4,1039043422000,contains_common_password
2002@springfallcrazy,4,262076082400000,contains_common_password
2002@springfieldbiker,4,1115770600000,contains_common_password
2002@springfieldjoe,4,59739400000,contains_common_password
2002@springfieldlouie,4,518144200000,contains_common_password
2002@winterfox,4,19630000000,contains_common_password
2002_testadmin@winter,4,4295368000000000,contains_common_password
2002_user@spring,4,202000000000,contains_common_password
2002_user_ewine,4,2838100000000,contains_common_password
2002testmuse@alice,4,1569160000000,contains_common_password
2002testspringer1,4,1001125709200,contains_common_password
2002useradmin@red,4,14462020000000,contains_common_password
2002winter@spring,4,558100000000,contains_common_password
2002winterchuckboy,4,1023244271200,contains_common_password
2002winterwheatspring,4,1324461376000,contains_common_password
2003!adminpeter,4,15100000000,contains_common_password
2003!admintest,4,28000000000,contains_common_password
2003!adminuser,4,470800000000,contains_common_password
2003!fallchuck,4,14110000000,contains_common_password
2003!sandywinter,4,35254000000,contains_common_password
2003!spring17dick,4,9883600000000,contains_common_password
2003!springbok13,4,1025040400000,contains_common_password
2003!springchick,4,581572000000,contains_common_password
2003!springdaisy,4,116798200000,contains_common_password
2003!springjim,4,59862400000,contains_common_password
2003!springjoe,4,20693800000,contains_common_password
2003!springpuppy,4,751168000000,contains_common_password
2003!springwinterjames,4,16021360000000,contains_common_password
2003!springwinterjennifer,4,16021360000000,contains_common_password
2003!sylvieuser,4,1057886686000,contains_common_password
2003!test#spring,4,202000000000,contains_common_password
2003!testadmin,4,21550000000,contains_common_password
2003!testbuck,4,19810000000,contains_common_password
2003!testpuppy,4,55900000000,contains_common_password
2003!useradmin,4,21550000000,contains_common_password
2003!userpuppy,4,55900000000,contains_common_password
2003!wintercandy,4,60810400000,contains_common_password
2003!winterfrost,4,71189200000,contains_common_password
2003!winterkittin,4,111600100000000,contains_common_password
2003!winterknight,4,16505200000,contains_common_password
2003!winterzhezhang,4,1428140800000000,contains_common_password
2003#chris#spring,4,2019100000000,contains_common_password
2003#rainbowtest,4,12989800000,contains_common_password
2003#springcandy,4,219767200000,contains_common_password
2003#springcarol,4,20290000000,contains_common_password
2003#springdaisy,4,116798200000,contains_common_password
2003#springfrost,4,257320600000,contains_common_password
2003#springguy,4,54209200000,contains_common_password
2003#springharry,4,28366000000,contains_common_password
2003#springjim,4,59862400000,contains_common_password
2003#springpaw,4,403900000000,contains_common_password
2003#springsummerlililililililililil,4,15571882756000000,contains_common_password
2003#summer_alex,4,1275061600000,contains_common_password
2003#summergarden,4,41914000000,contains_common_password
2003#summerkitty,4,21255400000,contains_common_password
2003#summerzhang,4,132455800000,contains_common_password
2003#testfallen,4,15100000000,contains_common_password
2003#testfanny,4,27490000000,contains_common_password
2003#testfrog,4,38980000000,contains_common_password
2003#testfuzzy,4,96400000000,contains_common_password
2003#testyannick,4,309550000000,contains_common_password
2003#testyaz,4,10000010000,contains_common_password
2003#testzak,4,10000010000,contains_common_password
2003#wintercathrine,4,122525200000,contains_common_password
2003#winterfrost_,4,4127924800000,contains_common_password
2003#wintergustaf,4,1247899600000,contains_common_password
2003#wintergusv,4,1116100000000,contains_common_password
2003#winterstevewolf,4,16393657600000,contains_common_password
2003#winterwonder,4,54560800000,contains_common_password
2003@jonesyot,4,30100000000,contains_common_password
2003@spring_1995,4,1500100000000,contains_common_password
2003@springerwinterb,4,5502836800000,contains_common_password
2003@summerstupid,4,11443600000,contains_common_password
2003@testmanfred,4,134200000000,contains_common_password
2003@tigerbowl,4,175744000000,contains_common_password
2003@winterstark,4,83353600000,contains_common_password
2003admintestdaisy,4,1023060466000,contains_common_password
2003springadminchicken,4,1060630570000,contains_common_password
2003springchamp@johndoe,4,3934819600000000,contains_common_password
2003test#winterwolf,4,11401120000000,contains_common_password
2003testadmin@test,4,8979400000000,contains_common_password
2003user#spring,4,20290000000,contains_common_password
2003winteradmin110,4,1057474000000,contains_common_password
2003winteradmin@user,4,16958800000000,contains_common_password
2003wintershockboston,4,1037704060000,contains_common_password
2004!adminlondon,4,40300000000,contains_common_password
2004!admintest,4,28000000000,contains_common_password
2004!bobbyz82,4,49300000000,contains_common_password
2004!danielkawal,4,3000100000000,contains_common_password
2004!fallchuck,4,14110000000,contains_common_password
2004!fallonpeter,4,57250000000,contains_common_password
2004!fallwinterspring,4,16021360000000,contains_common_password
2004!gardentest,4,56458000000,contains_common_password
2004!kate1211,4,100000010000,contains_common_password
2004!shyam92,4,10000010000,contains_common_password
2004!soda@test,4,28000000000,contains_common_password
2004!sophiejulian,4,31219000000,contains_common_password
2004!spring17daniel,4,5038000000000,contains_common_password
2004!spring_rose,4,1888360000000,contains_common_password
2004!springchick,4,581572000000,contains_common_password
2004!springcrown,4,525040000000,contains_common_password
2004!springgarden,4,407938000000,contains_common_password
2004!springharry,4,28366000000,contains_common_password
2004!springjessica,4,20290000000,contains_common_password
2004!springkiss,4,195539200000,contains_common_password
2004!springpuppy,4,751168000000,contains_common_password
2004!springvaler,4,184589800000,contains_common_password
2004!springwind,4,397843000000,contains_common_password
2004!springzack,4,373211200000,contains_common_password
2004!summerboytest,4,4434378400000,contains_common_password
2004!summerdancer,4,23573800000,contains_common_password
2004!summerfountain,4,49324600000,contains_common_password
2004!summergarden,4,41914000000,contains_common_password
2004!summergoddess,4,44232400000,contains_common_password
2004!summerlindsey,4,12313000000,contains_common_password
2004!summershades,4,197371000000,contains_common_password
2004!summerzombie,4,25271200000,contains_common_password
2004!testadmin,4,21550000000,contains_common_password
2004!testcat,4,10000010000,contains_common_password
2004!testmanpeter,4,1500100000000,contains_common_password
2004!testpuppy,4,55900000000,contains_common_password
2004!testyazin,4,1000000010000,contains_common_password
2004!testzhang,4,96010000000,contains_common_password
2004!useradmin,4,21550000000,contains_common_password
2004!userguy10,4,1000000010000,contains_common_password
2004!userlilie,4,1000000010000,contains_common_password
2004!userrainy,4,165790000000,contains_common_password
2004!winterbella,4,123864400000,contains_common_password
2004!winterdude,4,66278800000,contains_common_password
2004!winterfallpuppy,4,446873248000000,contains_common_password
2004!winterfrost2000,4,15217840000000,contains_common_password
2004!winterguytest,4,6563036800000,contains_common_password
2004!winterkate,4,49315600000,contains_common_password
2004!winterlulu,4,22643200000,contains_common_password
2004!winterwabbit,4,1417978000000,contains_common_password
2004!winterzhang,4,356885200000,contains_common_password
2004#chrisfear,4,49111600000,contains_common_password
2004#chriswinter,4,10590400000,contains_common_password
2004#fallonmarcello,4,1091958922000,contains_common_password
2004#fallsweater,4,47740000000,contains_common_password
2004#meowfall,4,15100000000,contains_common_password
2004#spring1901fashion,4,289351964800000,contains_common_password
2004#spring2011user,4,127712440000000,contains_common_password
2004#spring_boy,4,1088836000000,contains_common_password
2004#springcherry,4,162427600000,contains_common_password
2004#springernewspring,4,75056920000000,contains_common_password
2004#springintheamaz,4,8884600000000000,contains_common_password
2004#springjane,4,31192600000,contains_common_password
2004#springmanjane,4,11944595200000,contains_common_password
2004#springmarch,4,57035800000,contains_common_password
2004#springrobert,4,20290000000,contains_common_password
2004#springwinterbubba,4,90226878400000,contains_common_password
2004#springzombie,4,245610400000,contains_common_password
2004#summerkate,4,18357400000,contains_common_password
2004#summerman315,4,15572800000000,contains_common_password
2004#summerparks,4,11609200000,contains_common_password
2004#summertestfall,4,9270229600000,contains_common_password
2004#summerwax,4,41500000000,contains_common_password
2004#summerwinterbobby,4,3525731200000,contains_common_password
2004#test281005,4,219100000000,contains_common_password
2004#testadmin,4,21550000000,contains_common_password
2004#testcandy,4,16420000000,contains_common_password
2004#testkate,4,13330000000,contains_common_password
2004#testmelephant,4,82600000000,contains_common_password
2004#testnemesis,4,18880000000,contains_common_password
2004#testwolverine,4,38650000000,contains_common_password
2004#testzombie,4,18340000000,contains_common_password
2004#userkaylen,4,10000000010000,contains_common_password
2004#winter_boy,4,1116100000000,contains_common_password
2004#winterbrianna,4,78108400000,contains_common_password
2004#winterfrost,4,71189200000,contains_common_password
2004#wintergiraffe,4,445160800000,contains_common_password
2004#winterwheat,4,241156000000,contains_common_password
2004#winterwolfalex,4,32411382400000,contains_common_password
2004#winterzhang,4,356885200000,contains_common_password
2004@fallinmexico,4,1212100000000,contains_common_password
2004@fallkate,4,13330000000,contains_common_password
2004@springer#shoeb,4,13104400000000,contains_common_password
2004@springfalldavid,4,44368120000000,contains_common_password
2004@springfrost,4,257320600000,contains_common_password
2004@summerkent,4,11029600000,contains_common_password
2004@summerkitty,4,21255400000,contains_common_password
2004@winterfallpuppet,4,713678046400000,contains_common_password
2004@winterinsummer,4,2324800000000,contains_common_password
2004@winterinverness,4,876160000000,contains_common_password
2004@wintermike,4,11594800000,contains_common_password
2004@wintermoon,4,73532800000,contains_common_password
2004@winterwolf,4,52105600000,contains_common_password
2004_test#shawn,4,27100000000,contains_common_password
2004_test#spring,4,202000000000,contains_common_password
2004_tester!winter,4,2865952000000,contains_common_password
2004_tester@test,4,2166220000000,contains_common_password
2004_tester_3111,4,6700000000000,contains_common_password
2004adminadmin@spring,4,1012721315200,contains_common_password
2004spring#testdaddy,4,34919200000000,contains_common_password
2004spring2user,4,20290000000,contains_common_password
2004spring@brian,4,150100000000,contains_common_password
2004springadminuser,4,1905993946000,contains_common_password
2004springtest1234test,4,1194075971200,contains_common_password
2004test#testuser,4,573850000000,contains_common_password
2004testadmin@mango,4,80794000000000,contains_common_password
2004testfalltiger,4,1012585132000,contains_common_password
2004testuser#test,4,573850000000,contains_common_password
2004usertestgarden,4,1176851404000,contains_common_password
2004wintercandy#,4,55900000000,contains_common_password
2004winterchikola,4,558100000000,contains_common_password
2004winterfalllucky,4,1033800068800,contains_common_password
2004wintergordon28,4,1003013200000,contains_common_password
2004winterjameslouie,4,1004943880000,contains_common_password
2004winterkayla#,4,55900000000,contains_common_password
2004winterkern316,4,558100000000,contains_common_password
2004winteruserfall,4,1188057829600,contains_common_password
2005!adminjoe,4,15400000000,contains_common_password
2005!adminsummer,4,20800000000,contains_common_password
2005!admintest,4,28000000000,contains_common_password
2005!adminuser,4,470800000000,contains_common_password
2005!butterfly12,4,26560000000,contains_common_password
2005!dickcandy,4,16420000000,contains_common_password
2005!fall@winter,4,55900000000,contains_common_password
2005!fallwaxman,4,2640100000000,contains_common_password
2005!freakyboy,4,113562400000,contains_common_password
2005!hurricanesummer,4,88696000000,contains_common_password
2005!katezhang,4,96010000000,contains_common_password
2005!puppycat,4,100000010000,contains_common_password
2005!sallystevens,4,12224200000,contains_common_password
2005!sophia123,4,12790000000,contains_common_password
2005!sophia35,4,25480000000,contains_common_password
2005!spring_alexandra,4,7822604800000,contains_common_password
2005!spring_lee,4,1088836000000,contains_common_password
2005!springadmin,4,288817000000,contains_common_password
2005!springbuck,4,265396600000,contains_common_password
2005!springbuckcousin,4,1077043009600000,contains_common_password
2005!springcindy,4,45729400000,contains_common_password
2005!springdaisy,4,116798200000,contains_common_password
2005!springfalljames,4,44368120000000,contains_common_password
2005!springmanadmin,4,102628384000000,contains_common_password
2005!springmatt,4,118817200000,contains_common_password
2005!springshine,4,939338800000,contains_common_password
2005!springshock,4,470527000000,contains_common_password
2005!springtestuser,4,1169898850000,contains_common_password
2005!springuser,4,633662200000,contains_common_password
2005!springwind#user,4,8884600000000000,contains_common_password
2005!springwinterbuck,4,198380670400000,contains_common_password
2005!squirrelman22,4,2692240000000,contains_common_password
2005!summerfanny,4,37898200000,contains_common_password
2005!summergirl77,4,2664280000000,contains_common_password
2005!summerkitty,4,21255400000,contains_common_password
2005!summerwind,4,40879000000,contains_common_password
2005!summerzhang,4,132455800000,contains_common_password
2005!testadmin,4,21550000000,contains_common_password
2005!testclement,4,17470000000,contains_common_password
2005!testgarden,4,30400000000,contains_common_password
2005!testman22,4,1000000010000,contains_common_password
2005!testpilgrim,4,172360000000,contains_common_password
2005!testspring,4,20290000000,contains_common_password
2005!testtestadmin,4,80752000000,contains_common_password
2005!testwonder,4,14740000000,contains_common_password
2005!usercat,4,10000010000,contains_common_password
2005!userchick,4,43300000000,contains_common_password
2005!userdawg,4,53410000000,contains_common_password
2005!userzoubeauty,4,22740100000000,contains_common_password
2005!wintercarson,4,46972000000,contains_common_password
2005!winterfrodo,4,282671200000,contains_common_password
2005!winterhank,4,89491600000,contains_common_password
2005!winterkarma,4,263922400000,contains_common_password
2005!winterlady,4,49204000000,contains_common_password
2005!wintermanfall,4,22095078400000,contains_common_password
2005!winterwheather,4,1260251200000,contains_common_password
2005!winterzoo,4,111700000000,contains_common_password
2005#admintest,4,28000000000,contains_common_password
2005#fall1999french,4,2350000000000,contains_common_password
2005#fall_ryan,4,15100000000,contains_common_password
2005#fallfall11,4,32380000000,contains_common_password
2005#rainforest!,4,44854600000,contains_common_password
2005#springadmin,4,288817000000,contains_common_password
2005#springboktest,4,1023287572000,contains_common_password
2005#springbokwonder,4,1122197152000,contains_common_password
2005#springboy#test,4,889360000000000,contains_common_password
2005#springchris,4,38057200000,contains_common_password
2005#springdaisy,4,116798200000,contains_common_password
2005#springdavid,4,20290000000,contains_common_password
2005#springfalldavid,4,44368120000000,contains_common_password
2005#springfany,4,1088836000000,contains_common_password
2005#springfeder,4,1063739830000,contains_common_password
2005#springharry,4,28366000000,contains_common_password
2005#springhoney,4,86109400000,contains_common_password
2005#springlady,4,177772000000,contains_common_password
2005#springstupid,4,110741200000,contains_common_password
2005#springtest,4,37653400000,contains_common_password
2005#springtestmike,4,16472000800000,contains_common_password
2005#springwheat,4,872308000000,contains_common_password
2005#summer_alex,4,1275061600000,contains_common_password
2005#summer_boy,4,414100000000,contains_common_password
2005#summer_spring_moon,4,622968400000000000,contains_common_password
2005#summerbridget,4,14962600000,contains_common_password
2005#summerbutterfly,4,36614800000,contains_common_password
2005#summerjuliet,4,36366400000,contains_common_password
2005#summerkitten,4,13555000000,contains_common_password
2005#summerlucky,4,11774800000,contains_common_password
2005#summershale,4,71495200000,contains_common_password
2005#testadmin,4,21550000000,contains_common_password
2005#testbabe,4,33400000000,contains_common_password
2005#testcandy,4,16420000000,contains_common_password
2005#testjake,4,11050000000,contains_common_password
2005#testlady,4,13300000000,contains_common_password
2005#testmatte,4,237160000000,contains_common_password
2005#testspring,4,20290000000,contains_common_password
2005#testyamichi,4,29844100000000,contains_common_password
2005#testyjail,4,181900000000,contains_common_password
2005#user#test,4,28000000000,contains_common_password
2005#useradmin,4,21550000000,contains_common_password
2005#userzombie,4,18340000000,contains_common_password
2005#wintercherry,4,44963200000,contains_common_password
2005#winterfallpeter,4,12985840000000,contains_common_password
2005#wintergasp,4,1116100000000,contains_common_password
2005#wintergurl,4,1116100000000,contains_common_password
2005#winterhaze,4,1116100000000,contains_common_password
2005#winterinje,4,1116100000000,contains_common_password
2005#winterman2006,4,2964160000000,contains_common_password
2005#winterman88,4,2964160000000,contains_common_password
2005#wintersona,4,350500000000,contains_common_password
2005#winterwax,4,111700000000,contains_common_password
2005@davidstoy,4,300100000000,contains_common_password
2005@fall10s,4,10000010000,contains_common_password
2005@fallen_rose,4,1858000000000,contains_common_password
2005@fallfallman,4,56912800000,contains_common_password
2005@fallwulf,4,100000010000,contains_common_password
2005@rainbow_32,4,138700000000,contains_common_password
2005@springfalljessie,4,185748191200000,contains_common_password
2005@springfieldadmin,4,836221000000,contains_common_password
2005@springfieldbabe,4,1028556748000,contains_common_password
2005@springfieldbrad,4,240996400000,contains_common_password
2005@springfielddude,4,693554200000,contains_common_password
2005@summerfallflick,4,377962400800000,contains_common_password
2005@summerlady,4,18316000000,contains_common_password
2005@summermum,4,41500000000,contains_common_password
2005@summerspring,4,27962200000,contains_common_password
2005@summerwinnie,4,27424000000,contains_common_password
2005@test#test,4,28000000000,contains_common_password
2005@winterwind,4,110026000000,contains_common_password
2005_!winterpaul,4,55900000000,contains_common_password
2005_22springjil,4,1807600000000,contains_common_password
2005admin#test,4,21550000000,contains_common_password
2005admintest#,4,21550000000,contains_common_password
2005adminuser#,4,21550000000,contains_common_password
2005spring@mechanicsu,4,469864000000000,contains_common_password
2005springadminuser,4,1905993946000,contains_common_password
2005springman1234,4,1003553440000,contains_common_password
2005springtestcassie,4,1028841011200,contains_common_password
2005test@testuser,4,49499875000,contains_common_password
2005testuser@summer,4,1017419050000,contains_common_password
2005useradmin!,4,387100000000,contains_common_password
2005winter117thuser,4,8454024028000,contains_common_password
2005winterbrian78,4,558100000000,contains_common_password
2005winterchessfan,4,1580320000000,contains_common_password
2005winterinamoose,4,1105746133600,contains_common_password
2005winterspring#brian,4,36040000000000,contains_common_password
2005wintertigeradmin,4,1033513480000,contains_common_password
2005winterwanderer#,4,1010343757600,contains_common_password
2006!admin@rainey,4,3201100000000,contains_common_password
2006!adminfall,4,150100000000,contains_common_password
2006!fall_jeff,4,35200000000,contains_common_password
2006!fallspring,4,20290000000,contains_common_password
2006!frosty_wood,4,2220100000000,contains_common_password
2006!honeyfall,4,68728600000,contains_common_password
2006!punchman,4,26500000000,contains_common_password
2006!springadmin#,4,9883600000000,contains_common_password
2006!springfalljessie,4,185748191200000,contains_common_password
2006!springfallmike,4,90338327200000,contains_common_password
2006!springfox,4,70765000000,contains_common_password
2006!springharry,4,28366000000,contains_common_password
2006!springrain,4,485063800000,contains_common_password
2006!springrainy,4,1049064122800,contains_common_password
2006!springstuck,4,283163800000,contains_common_password
2006!springtestdaisy,4,44411730400000,contains_common_password
2006!springtestjane,4,12566447200000,contains_common_password
2006!springtestsheldon,4,58531808800000,contains_common_password
2006!springwind,4,397843000000,contains_common_password
2006!springwintertest,4,28939729600000,contains_common_password
2006!summerbribe,4,106332400000,contains_common_password
2006!summerchick,4,59716000000,contains_common_password
2006!summerkangkang,4,166528000000,contains_common_password
2006!summerzombie,4,25271200000,contains_common_password
2006!testadmin,4,21550000000,contains_common_password
